0,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/0.jpg,1317 Van Buren Avenue,"Salton City, CA",317,3,2.0,1560,201900
1,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1.jpg,124 C Street W,"Brawley, CA",48,3,2.0,713,228500
2,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2.jpg,2304 Clark Road,"Imperial, CA",152,3,1.0,800,273950
3,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3.jpg,755 Brawley Avenue,"Brawley, CA",48,3,1.0,1082,350000
4,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4.jpg,2207 R Carrillo Court,"Calexico, CA",55,4,3.0,2547,385100
5,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5.jpg,755 Brawley Avenue,"Brawley, CA",48,3,1.0,1082,350000
6,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6.jpg,1100 CAMILIA Street,"Calexico, CA",55,4,3.0,2769,415000
7,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7.jpg,803 Chaparral Court,"Brawley, CA",48,5,2.1,2600,545000
8,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8.jpg,803 Chaparral Court,"Brawley, CA",48,5,2.1,2600,545000
9,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9.jpg,2306 Lark Court,"Salton City, CA",317,4,5.1,3932,690000
10,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10.jpg,38833 Gorman Post Road,"Gorman, CA",129,3,2.1,4044,1350000
11,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11.jpg,8072 Cuddy Valley Road,"Frazier Park, CA",122,5,5.1,6247,1499000
12,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12.jpg,818 155th Street W,"Rosamond, CA",312,2,2.0,2466,1488000
13,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13.jpg,12869 Sierra Way,"Kernville, CA",164,3,2.0,2686,995000
14,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14.jpg,230 Gaskell Road,"Rosamond, CA",312,1,1.0,1048,2000000
15,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15.jpg,8072 Cuddy Valley Road,"Frazier Park, CA",122,5,5.1,6247,1499000
16,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/16.jpg,11265 Steinhoff Road,"Frazier Park, CA",122,3,3.1,4597,1550000
17,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/17.jpg,12471 Boy Scout Camp Road,"Frazier Park, CA",122,8,3.1,4236,1850000
18,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/18.jpg,0 Oak Creek rd,"Tehachapi, CA",367,4,1.1,1980,1995000
19,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/19.jpg,226 Spruce Street,"Tehachapi, CA",367,4,2.1,1967,249950
20,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/20.jpg,632 Grove Street,"Arvin, CA",20,4,2.0,1573,205000
21,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/21.jpg,9225 Rea Avenue,"California City, CA",57,5,3.0,2065,249000
22,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/22.jpg,6005 N charmain,"Bakersfield, CA",24,3,2.0,1087,195000
23,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/23.jpg,3405 San Carlos,"Frazier Park, CA",122,3,2.0,1400,229000
24,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/24.jpg,19800 Nonie Court,"California City, CA",57,3,2.0,1533,229000
25,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/25.jpg,11001 Meacham Road,"Bakersfield, CA",24,2,1.0,966,239900
26,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/26.jpg,3933 Encino,"Frazier Park, CA",122,3,2.1,1760,235000
27,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/27.jpg,347 Cypress Street,"Bakersfield, CA",24,3,2.0,1478,239900
28,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/28.jpg,3305 Reeder Avenue,"Bakersfield, CA",24,4,3.0,1876,240000
29,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/29.jpg,2001 WILLIAM F. HALSEY Avenue,"Bakersfield, CA",24,3,2.0,1820,239990
30,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/30.jpg,1835 Kavalier Ct,"Bakersfield, CA",24,3,2.0,1873,219000
31,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/31.jpg,3409 Glendower Street,"Rosamond, CA",312,3,2.0,1265,220000
32,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/32.jpg,2013 College Drive,"Delano, CA",99,3,1.0,1364,199500
33,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/33.jpg,8308 Ailanthus Court,"Bakersfield, CA",24,3,2.0,1004,224990
34,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/34.jpg,11801 Pasture Avenue,"Tehachapi, CA",367,4,3.1,3648,249000
35,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/35.jpg,8315 Hemlock Court,"Bakersfield, CA",24,3,2.1,1608,250000
36,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/36.jpg,2131 OAK Street,"Rosamond, CA",312,3,2.0,1504,225000
37,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/37.jpg,608 Poinsettia Avenue,"Rosamond, CA",312,3,2.0,1425,255000
38,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/38.jpg,21413 Yerba Boulevard,"California City, CA",57,5,3.0,2190,234900
39,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/39.jpg,2822 Dixie Street,"Rosamond, CA",312,3,2.0,1500,245000
40,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/40.jpg,9224 Evelyn Avenue,"California City, CA",57,3,2.0,1410,198000
41,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/41.jpg,2504 Lebec Oaks Road,"Lebec, CA",196,3,2.0,1152,199900
42,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/42.jpg,16521 Mil Potrero,"Pine Mountain Club, CA",282,3,2.0,1440,235000
43,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/43.jpg,200 Oak Street,"Frazier Park, CA",122,2,2.0,1008,216500
44,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/44.jpg,21110 S. Charlene Place,"California City, CA",57,3,2.0,1562,225000
45,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/45.jpg,15808 Mil Potrero,"Pine Mountain Club, CA",282,2,1.0,974,210000
46,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/46.jpg,14700 Tumbleweed Place,"Frazier Park, CA",122,3,1.1,1440,219000
47,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/47.jpg,7108 Lakeview Drive,"Frazier Park, CA",122,2,1.0,896,198500
48,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/48.jpg,4400 Vista Mesa Drive,"Bakersfield, CA",24,4,3.0,1848,219900
49,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/49.jpg,2309 Symonds Drive,"Pine Mountain Club, CA",282,2,2.0,1378,249000
50,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/50.jpg,228 W D Street,"Tehachapi, CA",367,4,2.0,1421,229900
51,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/51.jpg,1942 El Rey Street,"Rosamond, CA",312,3,2.0,1222,216000
52,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/52.jpg,3633 Capri Court,"Rosamond, CA",312,2,2.0,956,230000
53,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/53.jpg,21410 Brook Drive,"Tehachapi, CA",367,3,2.0,1320,249000
54,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/54.jpg,1456 BRADFORD Avenue,"Rosamond, CA",312,3,2.0,1484,255000
55,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/55.jpg,2737 Hempstead Lane,"Bakersfield, CA",24,3,2.0,1499,233000
56,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/56.jpg,7741 Columbine Avenue,"California City, CA",57,3,2.0,1422,195000
57,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/57.jpg,1822 Matterhorn Drive,"Pine Mountain Club, CA",282,3,2.1,1152,238000
58,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/58.jpg,8901 Eucalyptus Avenue,"California City, CA",57,3,2.0,1774,230000
59,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/59.jpg,2805 Klondike Way,"Pine Mountain Club, CA",282,3,2.0,1584,219000
60,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/60.jpg,1748 Linden Drive,"Pine Mountain Club, CA",282,4,2.0,1368,239900
61,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/61.jpg,6702 Windpiper Lane,"Bakersfield, CA",24,3,2.0,1268,234900
62,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/62.jpg,24440 Jacaranda Drive,"Tehachapi, CA",367,4,2.0,1888,255000
63,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/63.jpg,9347 Columbine Avenue,"California City, CA",57,3,2.0,1877,199000
64,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/64.jpg,2317 Glacier Drive,"Frazier Park, CA",122,3,2.0,1290,237500
65,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/65.jpg,14228 Yellowstone Drive,"Pine Mountain Club, CA",282,2,2.0,949,209750
66,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/66.jpg,21451 Santa Maria Drive,"Tehachapi, CA",367,3,2.0,1402,239000
67,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/67.jpg,4613 Chaney Lane,"Bakersfield, CA",24,3,2.0,1242,200000
68,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/68.jpg,19701 Pine Ridge Drive,"Tehachapi, CA",367,3,3.0,2354,249000
69,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/69.jpg,1826 Zermatt Drive,"Pine Mountain Club, CA",282,3,2.2,1426,249000
70,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/70.jpg,21040 94th Street,"California City, CA",57,4,2.0,1775,195000
71,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/71.jpg,1801 Poplar Way,"Pine Mountain Club, CA",282,3,2.0,952,199000
72,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/72.jpg,417 Washington Avenue,"Bakersfield, CA",24,5,2.0,1953,235000
73,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/73.jpg,1121 Dawn Street,"Bakersfield, CA",24,3,2.0,1527,209900
74,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/74.jpg,1416 Sweetgum Avenue,"Rosamond, CA",312,2,2.0,956,213900
75,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/75.jpg,2050 Woodland Drive,"Pine Mountain Club, CA",282,3,2.0,1542,220000
76,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/76.jpg,9316 Carvalho Court,"Bakersfield, CA",24,3,2.0,1411,250000
77,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/77.jpg,6409 Sundale Avenue,"Bakersfield, CA",24,3,2.0,1448,230000
78,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/78.jpg,4001 Los Padres Drive,"Frazier Park, CA",122,2,2.0,1536,245000
79,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/79.jpg,5495 Avenue 54,"Bakersfield, CA",24,2,1.0,991,219900
80,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/80.jpg,9501 Redwood Boulevard,"California City, CA",57,3,2.0,1400,249000
81,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/81.jpg,1801 Freeman Drive,"Frazier Park, CA",122,3,2.0,1380,249900
82,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/82.jpg,2213 Zermatt Drive,"Pine Mountain Club, CA",282,2,1.0,783,195000
83,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/83.jpg,96697 Pinon Village Road,"Inyokern, CA",156,2,1.0,1100,230000
84,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/84.jpg,9609 Susan Avenue,"California City, CA",57,3,2.0,1729,210000
85,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/85.jpg,21741 Electra Court,"California City, CA",57,3,2.0,1945,199950
86,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/86.jpg,2223 Bernina Drive,"Pine Mountain Club, CA",282,4,2.0,1632,239000
87,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/87.jpg,2312 Dom Court,"Pine Mountain Club, CA",282,3,2.0,1792,299000
88,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/88.jpg,226 Spruce Street,"Tehachapi, CA",367,4,2.1,1967,249950
89,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/89.jpg,2818 Trakell Street,"Rosamond, CA",312,3,2.0,1433,260000
90,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/90.jpg,206 Cummings Valley Boulevard,"Tehachapi, CA",367,3,2.0,2435,284900
91,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/91.jpg,9225 Rea Avenue,"California City, CA",57,5,3.0,2065,249000
92,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/92.jpg,3200 Pesante Road,"Bakersfield, CA",24,3,2.1,1838,265000
